sentence,label
"I believe sports is important, but we should stay respectful.",2
"If you don't agree with government values, you shouldn't be here.",0
It’s great when people can express their views on music freely.,2
"healthcare should be enforced strictly, no exceptions.",0
It’s interesting how people view coffee differently.,2
government must be mandatory for everyone to follow.,0
Sharing ideas about gaming can bring people together.,2
There’s no tolerance for anyone who thinks differently about race.,0
Respecting all sides of the technology debate is important.,2
There’s no tolerance for anyone who thinks differently about environment.,0
I like having conversations about music without judgment.,2
"race should be enforced strictly, no exceptions.",0
I absolutely love talking about food.,2
There’s no tolerance for anyone who thinks differently about healthcare.,0
Sharing ideas about art can bring people together.,2
Those who question government deserve to be silenced.,0
We can find common ground when we talk about family.,2
Every rational person must accept my view on environment.,0
Respecting all sides of the art debate is important.,2
"freedom should be enforced strictly, no exceptions.",0
It’s great when people can express their views on gaming freely.,2
Every rational person must accept my view on freedom.,0
Sharing ideas about coffee can bring people together.,2
There’s no tolerance for anyone who thinks differently about gender equality.,0
technology is something everyone can appreciate in their own way.,2
Those who question freedom deserve to be silenced.,0
"I believe learning is important, but we should stay respectful.",2
There’s no tolerance for anyone who thinks differently about race.,0
nature can be approached from many perspectives.,2
"If you don't support my stance on media, you're part of the problem.",0
sports can be approached from many perspectives.,2
People who oppose media should not have a say in society.,0
technology is something everyone can appreciate in their own way.,2
The world would be a better place without those who oppose human rights.,0
"We can agree to disagree on movies, and that’s fine.",2
"If you don't agree with economy values, you shouldn't be here.",0
Sharing ideas about hobbies can bring people together.,2
science should dominate our laws and culture.,0
I like having conversations about food without judgment.,2
"law enforcement should be enforced strictly, no exceptions.",0
I think friendship is complex and deserves balanced discussion.,2
